Kode Item,Nama Item,Satuan,Jumlah,Total Item
PIRAC1INJ-BERNO,Piracetam 1G Inj - Bernofarm,AMPUL,200,1220000.0
PIRAC3INJ-BERNO,Piracetam 3 G/15ml Inj - Bernofarm,BOX,10,1071000.0
PIRAC4-TRIFA,Piracetam 400 mg Tab Box @ 100 - Trifa,TAB,500,485000.0
PIROX10,Piroxicam 10 MG Nova,BOX,1,18018.02
PIROX10,Piroxicam 10 MG Nova,TAB,500,301500.0
PIROXC20,Piroxicam 20mg Tab,BOX,2,36499.08
PKSH40X60,Plastik Sampah Hitam 40x60,PAK,200,5572295.0
PKSH50X57,PLASTIK SAMPAH HITAM 50x57,PAK,155,3288557.5
PKSH90X120,PLASTIK SAMPAH HITAM 90x120,PAK,110,3258377.0
PKSK40X60,PLASTIK SAMPAH KUNING 40x60,PAK,160,5522880.0
PKSK90X120,PLASTIK SAMPAH KUNING 90x120,PAK,158,3950267.4
PLELB,PLESTER LUKA BULAT,BOX,175,8010235.0
PLESTER,ROL PLESTERIN ROL 5 CM X 5 CM 5X5,BOX,20,661261.2
PLMS,PLASTIK MEDIS INFEKSIUS 100x120cm,PAK,40,1153152.8
PM,PENSIL MEKANIK,BUAH,12,180000.0
PMLS125,Pamol Supp 125mg,SUPP,315,12285000.0
PMNG,PEL MOP NAGATA,BUAH,1,37000.0
PNDC,PANADOL CAPLET,TAB,500,643800.0
PNDEXT,PANADOL EXTRA,TAB,100,145965.0
PO-4X6,PLASTIK OBAT UKURAN 4X6 CM,PAK,3500,8795500.0
PO-7X10,Plastik Obat Ukuran 7x10,PAK,450,2837839.5
PO-8.7X13,Plastik Obat Ukuran 8.7x13,PAK,3650,38855267.0
POT-KS,Pot Tutup Kuning Sterile,PCS,5000,12980000.0
POT-URINENSH,Pot Urine Non-Sterile Tutup Hijau,PCS,1500,3378376.0
PP,PENGHAPUS PENSIL,PAK,1,113500.0
PRAZ30,PRAZOTEC INJ 30MG,VIAL,1401,105390320.0
PRBCLE-M53,M53 PROBE CLEANSER,BTL,2,641400.0
PRK,PLESTER ROLL KECIL,PCS,60,643243.8
PRMETH-K5%,PERMETHRIN Krim 5%,TUBE,20,1340000.0
PROPN10,Propanolol 10mg Tab ( dexa ),TAB,1000,700000.0
PROVI,PROVE VIT INJEKSI,AMPUL,4,878378.36
PRS,PARTUS SET,SET,2,1801801.8
PSE,OX PULSE OXIMETER,UNIT,1,345045.05
PSE,OXA PULSE OXYMETER ANAK,PCS,11,6018019.47
PSH,PULPEN STANDARD HITAM,BOX,40,2000000.0
PTS-100,POT SALEP 100,PCS,150,236250.0
PTS-50,POT SALEP 50 GRAM,PAK,4,147000.0
PTU100,Propylthiouracil 100mg (Dexa),BOX,8,672720.0
PTU100,Propylthiouracil 100mg (Dexa),TAB,2500,2745000.0
PU,50 POT URINE 50 CC,BTL,300,635133.0
PULSE-,PULSE OXIMETER JPD-500D ONEHEALTH JPD500D,UNIT,2,900900.8
PVI-300,POVIDONE IODINE 300ml,BTL,6,143400.0
PVI-60,POVIDONE IODINE 60ml,BTL,960,9792000.0
RANID-INJ,Ranitidine Injek,AMPUL,989,3176500.0
RANID-INJ,Ranitidine Injek,BOX,7,1452250.0
RANIT150,Ranitidine 150mg Tab,BOX,51,2041000.0
RANITHJ,Ranitidin HJ Box @ 200s,TAB,3600,2160000.0
REFLOBBYDUS,REFILL LOBBY DUSTER 45 CM,PCS,5,427928.0
RGR,REGULATOR,UNIT,10,1680000.0
RISDONE2,RISPERIDONE 2MG,BOX,30,1980000.0
RL5-BBR,RL 500ml - BBR,BTL,130,2470000.0
RP,RAUTAN PENSIL,PAK,1,101000.0
RVN0.1%-300,RIVANOL 0.1% 300 ML,BTL,5,65000.0
S,"2/0 27,75 BENANG SILK 2/0 27mm, 75cm",PCS,27,687500.0
S,"3/0 27,75 BENANG SILK 3/0 27mm, 75cm",PCS,34,1103253.0
SABPP,Sabun Pencuci Piring 5 Liter,DRIGEN,10,945000.0
SABUNPIRING,SABUN PENCUCI PIRING,PCS,15,337845.0
SALBTM-2IFI,Salbutamol 2mg Tab - IFI,BOX,1,22522.52
SAPU,IJUK Sapu Ijuk Lantai,PCS,15,372139.0
SAPU,LIDI Sapu Lidi Gagang,PCS,12,214180.0
SAPULIDI,Sapu Lidi Kasur,PCS,3,24327.0
SARINGANKOL,SARINGAN KOLAM AM,PCS,2,191482.1
SAU,STRIP ASAM URAT,BOX,88,12031894.4
SB,SERBET,PCS,10,290000.0
SB5L,SAFETY BOX 5L + TALI KUNING,PCS,200,3400000.0
SC-E,Sabun Cream Ekonomi,BUAH,5,72500.0
SC-FALCON,SET SC BEDAH LENGKAP FALCON,UNIT,2,90090090.0
SCP,SUCTION PUMP,UNIT,1,4954954.95
SCPP,Scopma Plus,BOX,1,125000.0
SCRFS,Sucralfate Syr 100ml,BTL,356,9525000.0
SCT,STRIP CHOLESTEROL,BOX,223,45970689.14
SCTM,SUCTION CONNECTING TUBE MAS,PCS,1100,37400000.0
SDHVSA470,SINAR DUNIA KERTAS HVS A4 70 GR,RIM,12,756756.0
SDHVSA480,SINAR DUNIA KERTAS HVS A4 80 GR,RIM,84,6534168.0
SDHVSF470,SINAR DUNIA KERTAS HVS F4 70 GR,RIM,12,799992.0
SDHVSF480,SINAR DUNIA KERTAS HVS F4 80 GR,RIM,84,6916704.0
SDKOP,SENDOK OBAT PUYER,BUAH,6,270000.0
SDVAL250,Sodium Valproat Syr 250ml/5ml Bernofarm,BTL,5,126400.0
SET-TAB0.5,SET TABUNG OKSIGEN 0.5 M3,SET,8,4800000.0
SGD,STRIP GULA DARAH,BOX,42,5067117.04
SGDA,Strip Gula Darah Auto Check,BOX,32,2520000.0
SGJB,SIGNPRO JOYKO BIRU / BALLINER,PAK,10,2337720.0
SGM-400,SUSU SGM EXPLORE GAIN OPTIGROW 400GR,BOX,377,44863000.0
SGMA-100,SUSU SGM ANANDA GAIN 100,BOX,47,6815000.0
SHB,STRIP HEMOGOBLIN (HB),BOX,130,27487703.55
SHM-002,SHAMROCK LATEX POWDER ''S'',BOX,30,2594580.0
SHM-003,SHAMROCK LATEX POWDER ''M'',BOX,20,1729720.0
SHM-005,SHAMROCK LATEX FREE POWDER ''L'',BOX,650,56216218.5
SHM-006,"SHAMROCK LATEX FREE POWDER ""M""",BOX,1800,155675682.0
SHM-007,SHAMROCK LATEX FREE POWDER ''S'',BOX,2150,185945953.5
SHM-008,"SHAMROCK LATEX FREE POWDER '""XS''",BOX,20,1729729.6
SHMN-001,"SHAMROCK NITRILE EXAMINATION GLOVES POWDER FREE ""S""",BOX,20,1639640.0
SHMN-002,"SHAMROCK NITRILE EXAMINATION GLOVES POWDER FREE ""M""",BOX,20,1639639.6
SILEXSYRUP,SILEX SYRUP,BOX,10,975819.5
SILICONE,Pad HECTING SUTURE SILICONE PAD 3 LAYERS,PCS,4,324324.0
SIMV10,MG SIMVASTATIN 10 MG HJ,TAB,500,1480000.0
SIMV20,Simvastatin 20 mg,BOX,2,65800.0
SIMV20,Simvastatin 20 mg,TAB,3000,698490.0
SK-500I,SYRINGE PUMP SK-500I,UNIT,7,70945945.98
SK-600I,INFUSIOM PUMP SK-600I,UNIT,9,145945945.98
SKBF-9502,Sikat Baju Fumi 9502 Homee,BUAH,2,56000.0
SKLT-362,Sikat Lantai Tangkai Sydney SK-362 Gragon,BUAH,2,95000.0
SKTF-9601,Sikat Toilet Felina 9601 Homee,BUAH,4,112000.0
SLBTM2,Salbutamol 2mg Tab (Berno),BOX,30,648000.0
SLBTM2,Salbutamol 2mg Tab (Berno),TAB,5000,3750000.0
SMSDM,SM SEDIMEN,BTL,1,88918.91
SP,25 SPINOCAN 25,BOX,2,1576576.0
SP,27 SPINOCAN 27,BOX,2,1576576.0
SP,SYRINGE PUMP,UNIT,1,11531531.53
SP1,EX SYRINGE PUMP BeneFusion SP1 EX MINDRAY,UNIT,2,20270270.28
SP1,Water Tank 10lt Sparepart,PCS,3,13350000.0
SP2,Water Trap Filter Kompressor Sparepart Dental Unit,PCS,1,820000.0
SP3,Handpiece Turbine Highspeed Sparepart Dental unit,PCS,1,5220000.0
SPDC-380,SUSU PEDIACOMPLETE 380GR VANILA,BOX,11,3190000.0
SPDP,SPIDOL PERMANENT,PCS,100,2263800.0
SPIR25,SPIROLA 25mg,BOX,111,11990000.0
SPON,SPON CUCI PIRING,PCS,22,127570.0
SPRNL100,Spironolactone 100mg,TAB,500,700000.0
SPRNL25,Spironolactone 25mg,TAB,1000,450000.0
SPSR-400,SUSU PEDIASURE 400GR ABBOT,BOX,84,23940000.0
SPSRGO-110,SUSU PEDIASURE GO 110ML,BOX,187,3366000.0
SRGM,PDH SERAGAM PDH,PCS,27,7540533.0
SSC,8 SELANG SUCTION CHATETER NO.8,PCS,10,67117.1
SSCP,Sabut Stainless Cuci Piring,PCS,10,145000.0
SSRB,Sapu Sawang Rakbol Bulat Gragon,BUAH,2,159000.0
SSSYX-01,STROMATOLYSER WH-500ML SYSMEX,BTL,3,4345135.11
ST,SOLATIPE,BUAH,24,180000.0
STCP-GC,STETOSCOP GENERAL CARE,PCS,12,594588.0
STN,STICK NOTES,BUAH,24,231600.0
STP,STAPLER,BUAH,12,169200.0
STRD-2.0,Stetoskop Riester Duplex 2.0,UNIT,1,1000000.0
SUCRAL100DEXA,Sucralfate 100ml Dexa,BTL,50,1325000.0
SURGICAL,SURGICAL TAPE PLESTER ISOPORE 1 INC TAPE PLESTER ISOPORE 1 INC,BOX,10,1372072.0
SV-006,Pemeliharaan Dental Unit Merk Ritter,PAKET,1,6840000.0
SYNOVENT,350 VENTILATOR MINDRAY SYNOVENT 350,UNIT,3,932432432.43
SYS-50,SYRINGE PUMP SYS 50 MEDCAPTAIN,UNIT,1,9909910.0
SYS-70,INFUSION PUMP SYS 70 MEDCAPTAIN,UNIT,1,9909910.0
SZYM5L,STERIZYME DUAL ENZYMATIC DETERGENT 5 L,DRIGEN,5,8288290.0
TABTTD,Tablet Tambah Darah Triman,TAB,500,650000.0
TABUNG,1 M3 TABUNG OKSIGEN 1 M3,UNIT,13,3603600.0
TABUNG,1.5 M3 TABUNG OKSIGEN 1.5 M3,UNIT,10,6756760.0
TABUNG,1m3 TABUNG OKSIGEN 1m3 + REGULATOR + TROLL,UNIT,9,22628637.810000002
TABUNG,6M3 TABUNG OKSIGEN 6M3,UNIT,24,0.0
TABUNG,6m3 TABUNG OKSIGEN 6m3 + REGULATOR + TROLL,UNIT,54,240956756.73000002
TBM,TIMBANGAN BADAN MANUAL,UNIT,6,1135135.08
TC,HS 5 TWIN CARE HANDSANITIZER 5 LITER,GR,4,558378.36
TC-HANDSOAP,TWIN CARE HANDSOAP AROMA KEMASAN 5 LITER,DRIGEN,25,2256754.5
TCH-500,TWIN CARE HANDSANITIZER 500 ML PUMP,BTL,24,929729.52
TERMIC10,TERMISIL CREAM 10 GRAM,TUBE,7,432250.0
TERUMO,TERAFUSION Syirnge Pump Type SS3-TE*SS730,UNIT,20,348000000.0
TESTKH,STRIP TEST KEHAMILAN,BOX,10,1279729.7
TETAGAM,INJ 1 TETAGAM P. PREFILLED INJ 1 ML,BOX,4,1151400.0
TG,TUSUK GIGI,PAK,2,46000.0
THERM,STAND THERMOMETER INFRARED STANDING,UNIT,1,976126.12
THERM,TERMOMETER HEAD YUWELL YHW 1 YUWELL,UNIT,5,1049549.5
THROM20GR,Thrombopop 20gr Gel,TUBE,5,397814.75
THT,THT SET,SET,1,900900.9
TINEP01-B,TINTA EPSON 001 BIRU,BOX,3,201000.0
TINEP01-H,TINTA EPSON 001 HITAM,BOX,3,201000.0
TINEP01-K,TINTA EPSON 001 KUNING,BOX,3,201000.0
TINEP01-M,TINTA EPSON 001 MAGENTA,BOX,3,201000.0
TINEP03-B,TINTA EPSON 003 BIRU,BOX,7,469000.0
TINEP03-H,TINTA EPSON 003 HITAM,BOX,7,469000.0
TINEP03-K,TINTA EPSON 003 KUNING,BOX,7,469000.0
TINEP03-M,TINTA EPSON 003 MAGENTA,BOX,7,469000.0
TINEP120-B,TINTA EPSON L120 BIRU,BTL,2,152000.0
TINEP120-H,TINTA EPSON L120 HITAM,BTL,2,152000.0
TINEP120-K,TINTA EPSON L120 KUNING,BTL,2,152000.0
TINEP120-M,TINTA EPSON L120 MERAH,BTL,2,152000.0
TISU,TISSUE,PAK,130,1698190.0
TISUGT,Tissue Gulung Toilet,BUAH,150,2554050.0
TISUGT,Tissue Gulung Toilet,PAK,50,833350.0
TISUHT,Tissue Hand Towel,PAK,120,970720.0
TISUJ250,TISSUE JOLLY 250 SHEET,PAK,50,859100.0
TISUR250,Tissue Refil 250 Sheet,BUAH,150,2175000.0
TISUS250,Tissue SEE U 250 Sheet,PAK,50,877500.0
TMJ-001,TENSI METER JARUM MANUAL,UNIT,13,4751351.26
TMJG-M,TENSIMETER DIGITAL MICROLIFE,PCS,12,4324332.0
TNTSOB,Tinta Stempel Otomatis Biru,PCS,1,76500.0
TNTSOM,Tinta Stempel Otomatis Merah,PCS,1,76000.0
TNTSOU,Tinta Stempel Otomatis Ungu,PCS,3,229500.0
TPTS240,TEMPAT SAMPAH 240L,UNIT,1,1468468.0
TPTSI20,Tempat Sampah Injak 20 Liter,UNIT,20,3384860.0
TPTSI25,Tempat Sampah Injak 25 Liter,UNIT,10,805000.0
TPTSR50,Tempat Sampah Roda 50 Liter,BUAH,1,364000.0
TRIAMCT,Trifamycetin Oint,TUBE,400,6000000.0
TRL,2 TROLY 2 SUSUN STAINLESS,UNIT,5,6081081.6
TRLC10-INJ,Trilac 10 Injeksi,BOX,5,1100000.0
TRMZ-TAB,Tremenza Tablet,TAB,3000,6900000.0
TRO0.5,TROLLY OKSIGEN 0.5 M3,UNIT,8,1200000.0
TROLI,TROLI KEBERSIHAN,UNIT,2,1254720.7
TROLKG,TROLLY EKG,UNIT,2,3063062.0
TS-02,T SILK 2/0 S25,BOX,3,770265.0
"TV42""",TV 42 INC,UNIT,1,14414414.4
UBG,URINE BAG,PCS,50,716216.0
UFIX,Ultrafix Medical 10x5,BOX,210,5034500.0
UFIX5,ULTRAFIX MEDICAL 5X5,BOX,86,2367140.0
UMB,UMBLICAL CORD KLEM BOX@50PCS,BOX,10,1125675.6
UP-001,UNDERPAD,PAK,52,2624144.02
URO400,Urotractine Tab,TAB,1380,8736000.0
URS-10T,URINE STRIP 10U,BTL,16,3008344.9
USKAC250,URSODEOKSIKHOLIK ACID 250mg,BOX,50,4200000.0
VALS,160 VALSARTAN 160MG,BOX,50,2400000.0
VALS,80 VALSARTAN 80MG,BOX,1,138000.0
VALS,80 VALSARTAN 80MG,TAB,300,1740000.0
VCMC,60 VACUM CUP 60 MM,UNIT,1,802702.74
VECCAP,VECTRINE 300 MG,BOX,6,912000.0
"VEN-NEB2,5","VENTOLIN NEBULES 2,5MG",BOX,2,1018000.0
"VEN-NEB2,5","VENTOLIN NEBULES 2,5MG",VIAL,30,1080000.0
VES,Vesperum Tab,BOX,1,55500.0
VETO,5 VETO DISINFECTANT DRIGENT 5 LITER,GR,1,198153.15
VGEN-10,GENSET VGEN 10 KVA,SET,1,87387388.0
VIEWER,POLY VIEWER POLY 069 DOUBLE (20 WATT SLIM) 069,UNIT,1,7540091.0
VIT,B 12 Vitamin B 12 50mcg Tab (AFI),BOX,246,3932064.0
VIT,B Com Vitamin B Complex,BTL,1,25785.0
VIT,B Comx Vitamin B Complex (HOLI),BOX,5,173400.0
VIT,B Comxn Vitamin B Complex (NOVA),BOX,33,728937.0
VITZMP,Vitazym Plus,BOX,1,90090.09
VMTFT10,VOMETA FT 10MG,BOX,1,362500.0
VOSETAB,VOSEA TAB,TAB,200,129000.0
WATO,20 MINDRAY MESIN ANESTESI WATO 20,UNIT,2,481081081.08
WCD,WEAPER KACA DRAGON,PCS,5,150000.0
WIDAL,"GLORY TESTDIAGNOSTICS WIDAL SET 8 ( O,H,AO,BO,CO,AH,BH,CH)",PAK,4,4322522.52
WIDAL-02,"FORTRESS Widal Test (S. typhi H, O, S. para typhi A(H), B(H), A(O), B(O), C(H), dan C(O), with control positif and negatif",SET,5,3351351.3
WTRFI50,WATER FOR INJECTION 50ML INJ,VIAL,100,4547500.0
YK-8000B,PATIEN MONITOR YONKER 8000B,UNIT,10,150450450.47
YMD4K-M96,TV Stick 4K HD Smart Android 13 Ram 2GB Rom 16GB,UNIT,1,439000.0
YTK-OBGYN,SARUNG TANGAN OBGYN STERIL YUTAKA,PAIRS,20,840000.0
YUWELL,YT1 TERMOMETER HEAD YUWELL YT 1,UNIT,5,2342342.5
YX-930D,SUCTION DEWASA,UNIT,3,13513513.53
ZINCS60-BERNO,Zinc Sulfate 60ml Syr - Berno,BOX,50,427500.0
ZINCTAB,Zinc Tab Holi,TAB,500,659500.0
ZINK60ML,ZINC SYRUP MEPRO,BTL,50,405000.0
ZLV4,Ziloven 4mg Tab,TAB,500,390000.0
ZT-120,TIMBANGAN BADAN DAN PENGUKUR TINGGI,UNIT,1,2252252.25
